Name,Price,Rating,Reviews,Borough,Neighborhood,Address,Zipcode,Latitude,Longitude,Category
Bronxwood Av/Duncan St,,,,Bronx,Northeast Bronx,United States,10469.0,40.873409,-73.86121399999999,transit_station
Burke Av Station,,3.8,33.0,Bronx,Bronx Park and Fordham,United States,10467.0,40.87145159999999,-73.8670726,transit_station
White Plains Rd/Burke Av,,,,Bronx,Bronx Park and Fordham,United States,10467.0,40.871365,-73.867104,transit_station
Eastchester Rd/Waring Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.860889,-73.8432005,transit_station
Allerton Av/Westervelt Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.8651275,-73.8396645,transit_station
Allerton Av/Morgan Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.865242,-73.84531,transit_station
Eastchester Rd/Astor Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.859501,-73.8430065,transit_station
Allerton Av/Lodovick Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.865055,-73.83704,transit_station
Eastchester Rd/Schorr Pl,,,,Bronx,Northeast Bronx,United States,10469.0,40.86703899999999,-73.84300999999999,transit_station
Allerton Av/Fish Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.865278,-73.847191,transit_station
Bartow Av/Gunther Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.86694749999999,-73.837429,transit_station
Eastchester Rd/Pelham Py,,,,Bronx,Northeast Bronx,United States,10469.0,40.857931,-73.8434565,transit_station
Eastchester Rd/Mace Av,,5.0,1.0,Bronx,Northeast Bronx,United States,10469.0,40.86248,-73.843559,transit_station
Allerton Av/Eastchester Rd,,5.0,1.0,Bronx,Northeast Bronx,United States,10469.0,40.86512399999999,-73.843544,transit_station
Allerton Ave/Westervelt Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.86504699999999,-73.839401,transit_station
Eastchester Rd/Allerton Av,,5.0,1.0,Bronx,Northeast Bronx,United States,10469.0,40.865528,-73.843231,transit_station
167 St,,3.8,5.0,Bronx,HighBridge and Morrisania,United States,10452.0,40.835537,-73.92139999999999,transit_station
Morris Av/E 169 St,,,,Bronx,HighBridge and Morrisania,United States,10456.0,40.83529649999999,-73.912899,transit_station
E 167 St/Findlay Av,,,,Bronx,HighBridge and Morrisania,United States,10456.0,40.83118049999999,-73.913067,transit_station
Morris Av/E 166 St,,,,Bronx,HighBridge and Morrisania,United States,10456.0,40.830536,-73.91569900000002,transit_station
Webster Av/E 167 St,,,,Bronx,HighBridge and Morrisania,United States,10456.0,40.830948,-73.910461,transit_station
Webster Av/E 169 St,,,,Bronx,HighBridge and Morrisania,United States,10456.0,40.83399350000001,-73.9086605,transit_station
Grand Concourse/E 167 St,,4.8,4.0,Bronx,HighBridge and Morrisania,United States,10456.0,40.834824,-73.917091,transit_station
E 167 St/Grand Concourse,,,,Bronx,HighBridge and Morrisania,United States,10456.0,40.834496,-73.917282,transit_station
E 167 St/Morris Av,,2.0,1.0,Bronx,HighBridge and Morrisania,United States,10456.0,40.83326299999999,-73.914261,transit_station
Castle Hill Av/Gleason Av,,,,Bronx,Pelham and Throgs Neck,United States,10462.0,40.83192049999999,-73.85104,transit_station
Castle Hill Av/Westchester Av,,,,Bronx,Pelham and Throgs Neck,United States,10462.0,40.834301,-73.85173050000002,transit_station
Westchester Av/Olmstead Av,,,,Bronx,Pelham and Throgs Neck,United States,10462.0,40.8338985,-73.8544275,transit_station
Castle Hill Ave/Watson Av,,,,Bronx,Pelham and Throgs Neck,United States,10472.0,40.829647,-73.85038,transit_station
Castle Hill Ave/Cross Bronx Service Rd N,,,,Bronx,Pelham and Throgs Neck,United States,10472.0,40.82996399999999,-73.85063199999999,transit_station
Cross Bronx Service Rd/Castle Hill Ave,,4.6,5.0,Bronx,Pelham and Throgs Neck,United States,10472.0,40.83007399999999,-73.850822,transit_station
Cross Bronx Service Rd/Haviland Ave,,5.0,2.0,Bronx,Pelham and Throgs Neck,United States,10462.0,40.830444,-73.850212,transit_station
Castle Hill Ave/Chatterton Av,,,,Bronx,Pelham and Throgs Neck,United States,10472.0,40.827957,-73.850235,transit_station
Castle Hill Ave/Gleason Av,,5.0,1.0,Bronx,Pelham and Throgs Neck,United States,10462.0,40.832211,-73.850983,transit_station
Bruckner Blvd/Castle Hill Av,,1.0,1.0,Bronx,Pelham and Throgs Neck,United States,10473.0,40.826927,-73.849312,transit_station
Castle Hill Av/Bruckner Blvd,,,,Bronx,Pelham and Throgs Neck,United States,10473.0,40.826488,-73.849907,transit_station
Castle Hill Ave/Quimby Av,,5.0,2.0,Bronx,Pelham and Throgs Neck,United States,10473.0,40.8260328,-73.8495344,transit_station
Bruckner Blvd/Havemeyer Av,,,,Bronx,Pelham and Throgs Neck,United States,10473.0,40.8273368,-73.8462481,transit_station
E 229 St/Schieffelin Pl,,,,Bronx,Northeast Bronx,United States,10466.0,40.88419349999999,-73.84233499999999,transit_station
Eastchester Rd/Needham Av,,,,Bronx,Northeast Bronx,United States,10469.0,40.88013850000001,-73.848053,transit_station
Eastchester Rd/Chester St,,,,Bronx,Northeast Bronx,United States,10469.0,40.879017,-73.84744649999999,transit_station
E 225 St/Laconia Av,,5.0,2.0,Bronx,Northeast Bronx,United States,10466.0,40.88401,-73.8489,transit_station
Laconia Av/E 225 St,,5.0,2.0,Bronx,Northeast Bronx,United States,10466.0,40.884079,-73.849548,transit_station
E 225 St/Schieffelin Av,,,,Bronx,Northeast Bronx,United States,10466.0,40.8826619,-73.84570939999999,transit_station
E 229 St/E 229 Dr S,,5.0,1.0,Bronx,Northeast Bronx,United States,10466.0,40.886398,-73.84535199999999,transit_station
E 225 St/Schieffelin Pl,,,,Bronx,Northeast Bronx,United States,10466.0,40.882542,-73.844994,transit_station
Laconia Av/E 230 St,,,,Bronx,Northeast Bronx,United States,10466.0,40.887814,-73.847099,transit_station
Eastchester Rd/E 222 St,,5.0,2.0,Bronx,Northeast Bronx,United States,10469.0,40.881111,-73.84845,transit_station
Laconia Av/Grenada Pl,,,,Bronx,Northeast Bronx,United States,10466.0,40.88798500000001,-73.84674799999999,transit_station
E 229 St/Schieffelin Av,,,,Bronx,Northeast Bronx,United States,10466.0,40.884724,-73.842941,transit_station
86 St/Ridge Bl,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.62409600000001,-74.0337485,transit_station
4 Av/87 St,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.6218795,-74.02857949999999,transit_station
86 St/Colonial Rd,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.62474649999999,-74.036484,transit_station
4 Av/77 St,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.629614,-74.02557,transit_station
3 Av/83 St,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.6254142,-74.0304025,transit_station
3 Av/82 St,,1.0,1.0,Brooklyn,Southwest Brooklyn,United States,11209.0,40.62627,-74.029831,transit_station
86 St/3 Av,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.623508,-74.030869,transit_station
3 Av/86 St,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.623421,-74.03124199999999,transit_station
3 Av/80 St,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.628105,-74.02906,transit_station
86 St/Ridge Blvd,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.624279,-74.034134,transit_station
86 St/4 Av,,4.0,1.0,Brooklyn,Southwest Brooklyn,United States,11209.0,40.623009,-74.028778,transit_station
4 Ave/86 St,,,,Brooklyn,Southwest Brooklyn,United States,11209.0,40.622646,-74.028534,transit_station
86 St,,3.8,70.0,Brooklyn,Southwest Brooklyn,Brooklyn,11209.0,40.6226333,-74.02855439999999,transit_station
Bay Ridge Py/19 Av,,,,Brooklyn,Borough Park,United States,11204.0,40.61217499999999,-73.9939685,transit_station
Bay Ridge Py/20 Av,,,,Brooklyn,Borough Park,United States,11204.0,40.6108455,-73.991768,transit_station
18 Av/72 St,,,,Brooklyn,Borough Park,United States,11204.0,40.615124,-73.9942245,transit_station
Bay Ridge Py/21 Av,,,,Brooklyn,Borough Park,United States,11204.0,40.6095275,-73.98958999999999,transit_station
18 Av/70 St,,,,Brooklyn,Borough Park,United States,11204.0,40.6162435,-73.9930955,transit_station
Bay Ridge Pkwy/19 Av,,,,Brooklyn,Borough Park,United States,11204.0,40.612453,-73.994255,transit_station
18 Av/77 St,,5.0,1.0,Brooklyn,Southwest Brooklyn,United States,11214.0,40.612015,-73.997498,transit_station
Bay Ridge Pkwy/20 Av,,,,Brooklyn,Borough Park,United States,11204.0,40.611111,-73.992035,transit_station
Bay Ridge Pkwy/18 Av,,5.0,2.0,Brooklyn,Southwest Brooklyn,United States,11214.0,40.613426,-73.996178,transit_station
18 Av/79 St,,,,Brooklyn,Southwest Brooklyn,United States,11214.0,40.61090099999999,-73.99859599999999,transit_station
18 Av/Bay Ridge Pkwy,,5.0,1.0,Brooklyn,Borough Park,United States,11204.0,40.61362499999999,-73.995621,transit_station
5 Av/50 St,,4.0,1.0,Brooklyn,Sunset Park,United States,11220.0,40.644913,-74.01062,transit_station
50 St/5 Av,,3.0,1.0,Brooklyn,Sunset Park,United States,11220.0,40.644859,-74.01001699999999,transit_station
49 St/5 Av,,3.0,1.0,Brooklyn,Sunset Park,United States,11220.0,40.645905,-74.01004,transit_station
5 Av/48 St,,5.0,2.0,Brooklyn,Sunset Park,United States,11220.0,40.64603400000001,-74.009468,transit_station
5 Av/52 St,,,,Brooklyn,Sunset Park,United States,11220.0,40.644184,-74.011177,transit_station
50 St/4 Av,,2.0,1.0,Brooklyn,Sunset Park,United States,11220.0,40.64619099999999,-74.012222,transit_station
49 St/6 Av,,,,Brooklyn,Sunset Park,United States,11220.0,40.64451999999999,-74.007744,transit_station
49 St/4 Av,,5.0,1.0,Brooklyn,Sunset Park,United States,11220.0,40.646976,-74.01181,transit_station
5 Av/47 St,,,,Brooklyn,Sunset Park,United States,11220.0,40.646969,-74.008263,transit_station
5 Av/53 St,,,,Brooklyn,Sunset Park,United States,11220.0,40.64323399999999,-74.01237499999999,transit_station
50 St/6 Av,,5.0,3.0,Brooklyn,Sunset Park,United States,11220.0,40.643532,-74.007812,transit_station
5 Av/54 St,,,,Brooklyn,Sunset Park,United States,11220.0,40.64307400000001,-74.012321,transit_station
52 St/4 Av,,,,Brooklyn,Sunset Park,United States,11220.0,40.645435,-74.013992,transit_station
5 Av/45 St,,4.0,3.0,Brooklyn,Sunset Park,United States,11220.0,40.64769,-74.007736,transit_station
53 St,,4.1,77.0,Brooklyn,Sunset Park,"53rd Street, Brooklyn",11220.0,40.6446283,-74.0145512,transit_station
4 Av/53 St,,4.0,3.0,Brooklyn,Sunset Park,United States,11220.0,40.644585,-74.014748,transit_station
3 Av/50 St,,5.0,1.0,Brooklyn,Sunset Park,United States,11220.0,40.647755,-74.01415999999999,transit_station
Manhattan Av/Greenpoint Av,,,,Brooklyn,Greenpoint,United States,11222.0,40.7301805,-73.9543115,transit_station
Greenpoint Av/MC Guiness Bl,,,,Brooklyn,Greenpoint,United States,11222.0,40.73042299999999,-73.95186249999999,transit_station
Manhattan Av/Calyer St,,,,Brooklyn,Greenpoint,United States,11222.0,40.728127,-73.95327,transit_station
Manhattan Av/India St,,,,Brooklyn,Greenpoint,United States,11222.0,40.732521,-73.95464299999999,transit_station
Greenpoint Av/Franklin St,,,,Brooklyn,Greenpoint,United States,11222.0,40.72987150000001,-73.95761499999999,transit_station
Franklin St/Noble St,,,,Brooklyn,Greenpoint,United States,11222.0,40.728443,-73.9573475,transit_station
Manhattan Av/Meserole Av,,,,Brooklyn,Greenpoint,United States,11222.0,40.727091,-73.95268250000001,transit_station
Franklin St/India St,,,,Brooklyn,Greenpoint,United States,11222.0,40.731984,-73.9579128,transit_station
Manhattan Av/Freeman St,,,,Brooklyn,Greenpoint,United States,11222.0,40.7342625,-73.9553105,transit_station
Manhattan Av/Norman Av,,,,Brooklyn,Greenpoint,United States,11222.0,40.72543900000001,-73.9517365,transit_station
Greenpoint Av,,4.3,47.0,Brooklyn,Greenpoint,"Greenpoint Avenue, Brooklyn",11222.0,40.7301618,-73.9540458,transit_station
Manhattan Ave/Greenpoint Av,,5.0,1.0,Brooklyn,Greenpoint,United States,11222.0,40.72983199999999,-73.954163,transit_station
Greenpoint Ave/Manhattan Av,,2.5,2.0,Brooklyn,Greenpoint,United States,11222.0,40.73023599999999,-73.954712,transit_station
Greenpoint Av/Leonard St,,,,Brooklyn,Greenpoint,United States,11222.0,40.730247,-73.953064,transit_station
Greenpoint Ave/McGuiness Blvd,,,,Brooklyn,Greenpoint,United States,11222.0,40.730385,-73.95179000000002,transit_station
Av U/McDonald Av,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.5969725,-73.97327299999999,transit_station
Av X/Shell Rd,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.58994099999999,-73.973919,transit_station
Ave U/McDonald Av,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.597061,-73.973038,transit_station
Av U/Van Sicklen St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.596855,-73.97492199999999,transit_station
Av U/West St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.597244,-73.971367,transit_station
Av U/W 5 St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.596649,-73.976929,transit_station
Av U/E 1 St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.597252,-73.970139,transit_station
Av U/E 2 St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.597389,-73.9701,transit_station
Av U/W 7 St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.596317,-73.978607,transit_station
Avenue U,,4.0,23.0,Brooklyn,Southern Brooklyn,"Avenue U, Brooklyn",11223.0,40.5965048,-73.97894649999999,transit_station
86 St/Van Sicklen St,,3.0,1.0,Brooklyn,Southern Brooklyn,United States,11223.0,40.59134299999999,-73.976112,transit_station
86 St/W 7 St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.5925316,-73.978072,transit_station
86 St/Av W,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.59172399999999,-73.977119,transit_station
Av U/W 8 St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.596394,-73.97930099999999,transit_station
86 St/W 8 St,,,,Brooklyn,Southern Brooklyn,United States,11223.0,40.59295419999999,-73.9791948,transit_station
Brighton Beach Av/Ocean Py,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.576321,-73.967522,transit_station
Ocean Py/Ocean View Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.5784548,-73.96797459999999,transit_station
Brighton Beach,,4.1,7.0,Brooklyn,Southern Brooklyn,United States,11235.0,40.5776648,-73.9612769,transit_station
Neptune Av/Brighton 6 St,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.581337,-73.962856,transit_station
Coney Island Av/Ocean View Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.57998449999999,-73.9598235,transit_station
Brighton Beach Av/Brighton 12 St,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.578264,-73.957943,transit_station
Brighton Beach Av/Brighton 1 Pl,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.576645,-73.966354,transit_station
Brighton Beach Av/Brighton 3 St,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.57701100000001,-73.96378299999999,transit_station
Brighton Beach Av/Brighton 5 St,,3.8,4.0,Brooklyn,Southern Brooklyn,United States,11235.0,40.5774,-73.962837,transit_station
Brighton Beach Av/Ocean Pkwy,,5.0,1.0,Brooklyn,Southern Brooklyn,United States,11235.0,40.576218,-73.967606,transit_station
Ocean Pkwy,,4.1,45.0,Brooklyn,Southern Brooklyn,Brooklyn,11235.0,40.576313,-73.968498,transit_station
Brighton Beach Av/Brighton 6 St,,5.0,1.0,Brooklyn,Southern Brooklyn,United States,11235.0,40.577503,-73.96155499999999,transit_station
Ocean Pky & Ocean View Av,,5.0,1.0,Brooklyn,Southern Brooklyn,"Ocean Parkway, Brooklyn",11235.0,40.5781993,-73.96824149999999,transit_station
Av Z/Bedford Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.589033,-73.944622,transit_station
Nostrand Av/Voorhies Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.5872975,-73.939373,transit_station
Av Z/E 22 St,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.588728,-73.947403,transit_station
Nostrand Av/Av Z,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.589797,-73.93983800000001,transit_station
Ocean Av/Voorhies Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.586279,-73.948921,transit_station
Emmons Av/Nostrand Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.583883,-73.9387445,transit_station
Av Z/Ocean Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.588512,-73.9493525,transit_station
Nostrand Av/Av Y,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.5916845,-73.940201,transit_station
Shore Pkwy/Bedford Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.58471299999999,-73.943314,transit_station
Shore Pkwy/E 28 St,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.584995,-73.94104800000001,transit_station
Ave Z/Bedford Av,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.589073,-73.94498399999999,transit_station
Av Z/E 28 St,,,,Brooklyn,Southern Brooklyn,United States,11235.0,40.58932100000001,-73.94139899999999,transit_station
Nostrand Ave/Voorhies Av,,4.5,2.0,Brooklyn,Southern Brooklyn,United States,11235.0,40.58765,-73.939301,transit_station
Nostrand Av/Shore Pkwy,,5.0,1.0,Brooklyn,Southern Brooklyn,United States,11235.0,40.585899,-73.93903399999999,transit_station
Ocean Av/Av M,,,,Brooklyn,Borough Park,United States,11230.0,40.6185625,-73.9552385,transit_station
Av M/E 13 St,,,,Brooklyn,Borough Park,United States,11230.0,40.61780199999999,-73.961891,transit_station
Ocean Ave/Ave N,,,,Brooklyn,Borough Park,United States,11230.0,40.616333,-73.954796,transit_station
Ocean Av/Av O,,,,Brooklyn,Borough Park,United States,11230.0,40.613148,-73.954155,transit_station
Ocean Av/Av N,,5.0,1.0,Brooklyn,Borough Park,United States,11230.0,40.61650499999999,-73.95452100000001,transit_station
E 16 St / Kings Hwy,,,,Brooklyn,Southern Brooklyn,United States,11229.0,40.6086865,-73.95738300000001,transit_station
Av M/E 15 St,,4.5,2.0,Brooklyn,Borough Park,United States,11230.0,40.618011,-73.95921299999999,transit_station
Av M/E 18 St,,,,Brooklyn,Borough Park,United States,11230.0,40.618347,-73.957573,transit_station
Avenue M,,4.0,51.0,Brooklyn,Borough Park,"Avenue M, Brooklyn",11230.0,40.61807,-73.9593711,transit_station
Glenwood Rd/Bedford Av,,,,Brooklyn,Flatbush,United States,11210.0,40.6332625,-73.9529115,transit_station
Ocean Ave/Foster Av,,2.3,3.0,Brooklyn,Borough Park,United States,11230.0,40.636002,-73.958443,transit_station
Foster Ave/Ocean Av,,,,Brooklyn,Flatbush,United States,11210.0,40.63645599999999,-73.957977,transit_station
Ocean Av/Farragut Rd,,4.0,2.0,Brooklyn,Borough Park,United States,11230.0,40.63517799999999,-73.958046,transit_station
Foster Av/E 22 St,,5.0,1.0,Brooklyn,Flatbush,United States,11210.0,40.637314,-73.95622999999999,transit_station
Foster Av/E 18 St,,1.0,1.0,Brooklyn,Flatbush,United States,11226.0,40.635277,-73.96077,transit_station
Ocean Av/Glenwood Rd,,3.5,2.0,Brooklyn,Borough Park,United States,11230.0,40.633221,-73.95768,transit_station
Foster Av/E 16 St,,5.0,2.0,Brooklyn,Borough Park,United States,11230.0,40.634403,-73.96225,transit_station
Newkirk Plaza,,,,Brooklyn,Flatbush,"Newkirk Plaza, Brooklyn",11226.0,40.6349893,-73.9627801,transit_station
St Johns Pl/Brooklyn Av,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.671198,-73.944771,transit_station
St Johns Pl/Kingston Av,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.6713005,-73.9417765,transit_station
St Johns Pl/Albany Av,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.6710305,-73.9392545,transit_station
St Johns Pl/New York Av,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.67143850000001,-73.9474795,transit_station
Bergen St/Kingston Av,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.675842,-73.94177599999999,transit_station
St Johns Pl/Troy Av,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.67088700000001,-73.936493,transit_station
Nostrand Av/St Johns Pl,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11216.0,40.671276,-73.9503515,transit_station
St John's Pl/Brooklyn Av,,5.0,1.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.671402,-73.94464099999999,transit_station
Brooklyn Av/St John's Pl,,4.5,2.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.67099399999999,-73.94490100000002,transit_station
St John's Pl/Kingston Av,,5.0,1.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.671101,-73.941711,transit_station
Kingston Av/St John's Pl,,4.0,1.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.671516,-73.94193299999999,transit_station
Brooklyn Av/Eastern Pkwy,,3.0,3.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.66985700000001,-73.94500699999999,transit_station
Kingston Avenue,,4.2,52.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),Brooklyn,11213.0,40.66928449999999,-73.9422927,transit_station
Brooklyn Av/Park Pl,,5.0,1.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.672802,-73.944733,transit_station
Kingston Av/Union St,,4.4,5.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.668732,-73.94219199999999,transit_station
St John's Pl/Albany Av,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.671146,-73.939522,transit_station
Brooklyn Av/Union St,,4.0,1.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),United States,11213.0,40.668304,-73.945145,transit_station
Av D/Utica Av,,,,Brooklyn,Flatbush,United States,11203.0,40.64194499999999,-73.92954999999999,transit_station
Utica Av/Foster Av,,,,Brooklyn,Flatbush,United States,11203.0,40.6397995,-73.9291075,transit_station
Av D/E 43 St,,,,Brooklyn,Flatbush,United States,11203.0,40.641754,-73.936516,transit_station
Av D/E 42 St,,,,Brooklyn,Flatbush,United States,11203.0,40.641613,-73.936661,transit_station
Av D/E 45 St,,,,Brooklyn,Flatbush,United States,11203.0,40.641792,-73.933762,transit_station
Av D/E 46 St,,5.0,1.0,Brooklyn,Flatbush,United States,11203.0,40.641937,-73.933632,transit_station
Av D/E 40 St,,,,Brooklyn,Flatbush,United States,11203.0,40.641579,-73.939323,transit_station
Av D/E 39 St,,5.0,1.0,Brooklyn,Flatbush,United States,11203.0,40.641438,-73.93959,transit_station
Ave D/Schenectady Av,,,,Brooklyn,Flatbush,United States,11203.0,40.641911,-73.931862,transit_station
Av D/E 48 St,,,,Brooklyn,Flatbush,United States,11203.0,40.642056,-73.931648,transit_station
Av D/E 38 St,,,,Brooklyn,Flatbush,United States,11203.0,40.64146,-73.941223,transit_station
Av D/E 37 St,,5.0,1.0,Brooklyn,Flatbush,United States,11203.0,40.641327,-73.94139899999999,transit_station
Utica Av/Av D,,,,Brooklyn,Flatbush,United States,11203.0,40.64203999999999,-73.92926,transit_station
Ave D/Brooklyn Av,,,,Brooklyn,Flatbush,United States,11203.0,40.641342,-73.943161,transit_station
Utica Av/Clarendon Rd,,,,Brooklyn,Flatbush,United States,11203.0,40.64409599999999,-73.929688,transit_station
Ave D/Utica Av,,2.0,2.0,Brooklyn,Flatbush,United States,11203.0,40.64209399999999,-73.92890899999999,transit_station
Av D/E 35 St,,3.0,1.0,Brooklyn,Flatbush,United States,11203.0,40.641197,-73.943321,transit_station
MC Donald Av/Church Av,,,,Brooklyn,Borough Park,United States,11218.0,40.6427572,-73.97955689999999,transit_station
MC Donald Av/Av C,,,,Brooklyn,Borough Park,United States,11218.0,40.64031249999999,-73.9790955,transit_station
Church Av/E 3 St,,,,Brooklyn,Borough Park,United States,11218.0,40.643635,-73.9774515,transit_station
MC Donald Av/Albemarle Rd,,,,Brooklyn,Borough Park,United States,11218.0,40.64512799999999,-73.9798855,transit_station
Dahill Rd/12 Av,,,,Brooklyn,Borough Park,United States,11218.0,40.6457365,-73.9811785,transit_station
12 Av/Chester Av,,,,Brooklyn,Borough Park,United States,11218.0,40.644449,-73.9843865,transit_station
13 Av/37 St,,,,Brooklyn,Borough Park,United States,11218.0,40.64181900000001,-73.985214,transit_station
Church Av/E 5 St,,,,Brooklyn,Borough Park,United States,11218.0,40.644396,-73.97559350000002,transit_station
MC Donald Av/Caton Av,,,,Brooklyn,Borough Park,United States,11218.0,40.6471615,-73.98009499999999,transit_station
39 St/13 Av,,,,Brooklyn,Borough Park,United States,11218.0,40.6406515,-73.98634349999999,transit_station
MC Donald Av/ft Hamilton Py,,,,Brooklyn,Borough Park,United States,11218.0,40.64793049999999,-73.980415,transit_station
Church Ave/McDonald Av,,2.8,4.0,Brooklyn,Borough Park,United States,11218.0,40.642696,-73.97988099999999,transit_station
Church Ave/McDonald Ave,,3.3,3.0,Brooklyn,Borough Park,Brooklyn,11218.0,40.64263529999999,-73.9796387,transit_station
14 Ave/Church Av,,,,Brooklyn,Borough Park,United States,11218.0,40.641891,-73.981285,transit_station
Church Av/Story St,,,,Brooklyn,Borough Park,United States,11218.0,40.641968,-73.981613,transit_station
McDonald Ave/Church Av,,,,Brooklyn,Borough Park,United States,11218.0,40.6431343,-73.9793771,transit_station
Church Av,,3.9,73.0,Brooklyn,Borough Park,Brooklyn,11218.0,40.64368449999999,-73.9796075,transit_station
McDonald Av/Av C,,,,Brooklyn,Borough Park,United States,11218.0,40.640671,-73.978928,transit_station
Fort Hamilton Parkway Station,,4.1,34.0,Brooklyn,Borough Park,"Fort Hamilton Parkway, New York",11218.0,40.6497808,-73.9757703,transit_station
Prospect PK w/Prospect Av,,,,Brooklyn,Northwest Brooklyn ,United States,11215.0,40.65862249999999,-73.981903,transit_station
Prospect PK w/18 St,,,,Brooklyn,Northwest Brooklyn ,United States,11215.0,40.6575625,-73.9830475,transit_station
Prospect PK SW/10 Av,,,,Brooklyn,Northwest Brooklyn ,United States,11215.0,40.659849,-73.9774975,transit_station
MC Donald Av/Terrace Pl,,,,Brooklyn,Borough Park,United States,11218.0,40.653423,-73.981453,transit_station
Prospect PK SW/Bartel Pritchard Sq,,,,Brooklyn,Northwest Brooklyn ,United States,11215.0,40.6610355,-73.97953,transit_station
Prospect PK SW/Terrace Pl,,,,Brooklyn,Borough Park,United States,11218.0,40.656397,-73.9737705,transit_station
19 St/Prospect Park W,,,,Brooklyn,Northwest Brooklyn ,United States,11215.0,40.656666,-73.98273499999999,transit_station
20 St/10 Av,,4.0,2.0,Brooklyn,Northwest Brooklyn ,United States,11215.0,40.655361,-73.981949,transit_station
Prospect Park W/Prospect Ave,,5.0,1.0,Brooklyn,Northwest Brooklyn ,United States,11215.0,40.658569,-73.982063,transit_station
